date,vehicle_category,maker,electric_vehicles_sold
2023-03-01,2-Wheelers,BAJAJ,4552
2023-03-01,2-Wheelers,OKAYA EV,1765
2023-03-01,2-Wheelers,REVOLT,1140
2023-03-01,2-Wheelers,PURE EV,584
2023-03-01,2-Wheelers,BEING,446
2023-03-01,2-Wheelers,JITENDRA,350
2023-03-01,2-Wheelers,OTHERS,5089
2024-03-01,2-Wheelers,OLA ELECTRIC,44630
2024-03-01,2-Wheelers,TVS,26158
2024-03-01,2-Wheelers,ATHER,17012
2024-03-01,2-Wheelers,BAJAJ,17716
2024-03-01,2-Wheelers,AMPERE,3108
2024-03-01,2-Wheelers,OKINAWA,673
2024-03-01,2-Wheelers,HERO ELECTRIC,316
2024-03-01,2-Wheelers,OKAYA EV,1218
2024-03-01,2-Wheelers,BGAUSS,3070
2024-03-01,2-Wheelers,BATTRE ELECTRIC,625
2024-03-01,2-Wheelers,KINETIC GREEN,3915
2024-03-01,2-Wheelers,REVOLT,585
2024-03-01,2-Wheelers,OTHERS,10579
